"","Segment","RESPID","Q1_1_When buying a boat  I do a lot of shopping around and visit multiple dealers","Q1_2_When buying a boat  getting the lowest price is more important than the boat brand","Q1_3_The brand of boat I buy says a lot about who I am","Q1_4_I only consider buying a boat from a reputable brand","Q1_5_I am willing to pay a premium for a brand with a reputation for high quality","Q1_6_Owning a boat is a way of rewarding myself for my hard work","Q1_7_Owning a boat gives me a sense of achievement","Q1_8_When buying a boat  functionality is more important than style","Q1_9_I see my boat as a status symbol","Q1_10_When buying a boat  I rely more on expert opinion than my own  e g  consumer reports  salespeople ","Q1_11_I tend to perform minor boat repairs and maintenance on my own","Q1_12_When it comes to boating  I tend to prefer a basic boat with little to no frills","Q1_13_When buying a boat  I tend to buy the latest and greatest","Q1_14_When buying accessories for my boat  I tend to buy the latest and greatest","Q1_15_I am serious about the technology on my boat","Q1_16_People tend to come to me for advice about boating","Q1_17_I consider myself more knowledgeable about boating than the rest of my boating peers","Q1_18_Boating gives me a feeling of adventure","Q1_19_Boating allows me to experience nature","Q1_20_When not on my boat  I often find myself doing boating related activities","Q1_21_Boating helps me escape from everyday life and relax","Q1_22_Boating helps me stay active","Q1_23_Boating allows me to excel in the sports that I am passionate about   e g  fishing  racing  water sports ","Q1_24_Boating gives me an outlet to socialize with family and or friends","Q1_25_Being in charge of my boat is very important to me","Q1_26_Having a powerful boat is what is most important to me","Q1_27_Boating is the number one thing I do with my spare time","Q1_28_Boating is my true passion in life","Q1_29_Boating is one of many things I do in my spare time","Q2_How many powerboats do you currently own ","Q2_Cluster_Own a boat ","Q3_How likely would you be to purchase a new boat in the future ","Q4_Approximately how much did you pay for your current Boat ","Q5_What is the horse power of your engine brand current boat engine   the boat you want to buy ","Q6_Length of Boat  in Feet ","Q7_1_I normally boat alone","Q7_2_I boat with my spouse or significant other","Q7_3_I boat with my family  including kids","Q7_4_I boat with my friends","Q8_How would you rate your experience regarding boating ","Q9_1_Fishing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_2_Swimming   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_3_Cruising   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_4_Water Sports   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_5_Entertaining socializing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q10_During your boating season  how many days out of the year do you typically use your boat","Q11_Gender","Q12_HOUSEHOLD income","Q13_Are you now married  widowed  divorced  separated  never married  or living with a partner ","Q14_Current Employment Status","Q15_Age in cluster","Q16_Name of the Brand rated","Q16_1_Is a brand that has been around for a long time","Q16_2_Has best in class customer service","Q16_3_Has a strong dealer network","Q16_4_Is a leader in cutting edge technology","Q16_5_Is a leader in safety","Q16_6_Is known for its innovative products","Q16_7_Is a brand for people who are serious about boating","Q16_8_Is a good brand for people that are new to boating","Q16_9_Is a brand I see in the water all the time","Q16_10_Offers boats that provide a fast and powerful boating experience","Q16_11_Offers the best boats for socializing","Q16_12_Offers the best boats for water sports  e g   tubing  ski  wakeboard ","Q16_13_Offers boats with superior interior style","Q16_14_Offers boats with superior exterior style","Q16_15_Offers boats that stand out from the crowd","Q16_16_Offers boats that look cool","Q16_17_Offers boats that can handle rough weather or choppy water","Q16_18_Offers boats that can handle frequent and heavy usage","Q16_19_Offers a wide breadth of product offerings and accessories","Q16_20_Offers boats that I can move around safely","Q16_21_Offers boats that are easy to maintain and or repair","Q16_22_Offers boats that are easy to use","Q16_23_Offers boats that are easy to clean up","Q16_24_Has low prices","Q16_25_Is a brand that gives me peace of mind","Q16_26_Makes me feel I made a smart decision","Q16_27_Is a brand that impresses others","Q17_Recommend","Q18_PurchaseFuture"
"1096",1,7158,1,3,3,4,4,4,4,4,2,3,1,1,4,4,4,3,2,4,5,2,5,3,3,5,3,3,3,3,4,1,1,4,2,3,24,1,5,5,3,2,5,3,5,2,4,10,2,13,1,7,1,4,2,3,5,2,5,4,5,4,5,1,3,4,3,5,4,4,3,4,3,4,4,4,5,4,4,4,4,1,0
"1097",3,3907,4,3,3,4,4,5,4,3,3,3,4,3,4,4,5,5,4,5,5,4,5,5,5,5,5,3,5,5,4,2,1,5,3,3,19,2,4,5,5,4,5,5,5,5,5,80,2,14,3,2,3,46,3,4,4,4,4,4,4,4,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"1098",2,6299,4,2,3,4,4,5,4,4,3,4,4,3,4,5,4,4,4,4,5,4,5,4,4,4,5,4,5,4,5,1,1,4,4,3,24,1,5,4,4,2,4,4,3,4,3,50,2,16,1,1,3,39,5,4,5,4,4,4,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,3,4,4,4,0,0
"1099",2,2635,5,2,3,4,4,4,4,3,2,2,4,2,2,2,4,3,2,5,5,3,5,4,5,4,4,3,4,4,5,1,1,4,4,3,19,2,5,5,3,4,4,3,4,4,2,20,2,15,1,7,4,35,5,5,4,5,4,4,5,5,5,5,4,3,5,4,5,3,4,4,3,4,5,4,4,3,4,5,4,1,0
"1100",1,19756,4,2,2,4,4,3,3,3,3,5,3,2,4,4,4,3,3,4,5,3,5,3,4,5,4,3,3,3,4,0,0,5,3,3,24,3,4,5,4,2,3,3,5,2,3,20,1,11,1,1,1,39,3,3,4,4,4,5,5,5,5,5,3,3,5,5,4,5,4,4,5,5,4,4,5,3,4,5,4,0,0
"1101",3,2796,5,2,4,4,4,4,4,3,4,3,4,2,5,4,5,4,4,5,4,4,4,4,3,4,4,3,3,4,4,1,1,4,7,3,17,3,4,4,4,2,4,3,4,3,4,23,1,17,3,1,2,3,3,5,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0
"1102",1,487515,4,3,4,5,5,5,4,4,3,4,1,2,4,4,4,3,3,4,5,3,4,4,5,5,4,3,3,4,4,1,1,5,2,3,17,1,5,5,5,2,5,5,5,5,5,30,1,13,1,1,2,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
"1103",1,23470,4,2,4,4,4,4,4,4,4,3,3,2,4,4,4,3,4,4,5,3,5,4,5,4,4,3,3,4,4,0,0,4,3,3,17,1,4,4,4,1,3,3,4,3,4,15,2,13,1,5,4,30,4,5,3,4,4,4,4,5,4,4,5,4,4,4,3,5,4,4,5,5,4,4,4,3,4,4,4,0,0
"1104",1,235071,4,2,4,4,4,5,4,3,4,3,3,2,4,4,4,4,3,5,4,3,5,4,3,5,4,4,4,5,4,1,1,4,3,3,26,3,4,4,5,2,3,4,5,4,5,30,2,1,5,1,1,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,0,0
"1105",3,15360,5,2,5,4,4,5,5,5,4,4,4,2,5,5,5,3,4,5,5,4,5,5,5,4,4,5,4,5,5,0,0,5,7,3,20,1,4,4,5,2,2,3,1,2,5,30,1,16,1,1,2,54,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,2,4,3,4,0,0
"1106",1,16851,4,3,4,4,3,4,4,4,2,4,2,2,3,3,4,3,3,4,4,3,4,3,3,4,4,3,3,4,4,0,0,4,3,3,18,2,4,2,3,1,3,2,4,3,3,20,1,12,1,1,3,40,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,0,0
"1107",3,14959,5,1,5,4,5,5,5,5,5,4,5,3,5,5,5,4,4,5,5,4,4,5,5,4,4,4,4,4,4,1,1,5,3,3,26,3,4,5,4,3,3,4,4,4,3,10,1,16,1,1,1,5,4,3,3,4,4,3,4,5,4,3,4,3,4,4,5,5,4,4,3,4,3,5,3,4,4,5,4,0,0
"1108",3,6093,5,2,2,5,3,5,5,3,4,3,4,1,2,5,4,4,3,4,5,4,5,4,4,5,4,4,3,3,5,1,1,5,3,3,16,1,4,4,4,3,5,5,5,5,4,25,2,12,1,4,1,16,4,3,3,4,4,4,4,5,5,3,3,3,5,5,5,5,5,5,3,5,3,5,3,2,4,3,4,1,0
"1109",3,4514,4,2,4,4,3,4,5,5,4,3,4,1,3,3,4,3,3,5,5,4,5,4,3,5,4,3,3,3,3,1,1,5,3,3,18,1,5,5,5,2,3,3,5,3,5,8,2,17,5,1,1,3,3,3,4,5,3,5,4,5,3,3,3,3,4,3,4,4,3,3,3,4,5,3,4,3,4,4,4,1,0
"1110",2,2859,4,2,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,5,3,5,4,4,4,4,3,3,3,4,1,1,5,3,3,18,2,4,4,4,3,3,4,4,4,4,20,1,16,1,1,3,3,3,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0
"1111",2,7175,5,1,2,4,4,5,4,3,2,2,5,1,4,4,5,4,3,5,5,4,5,4,3,5,5,5,4,3,4,1,1,5,5,3,20,3,5,4,4,2,4,3,4,3,4,90,2,14,1,1,3,39,1,3,5,5,4,5,4,4,3,4,3,5,3,5,5,4,4,4,5,5,5,5,5,3,3,4,4,1,0
"1112",1,8447,5,3,5,4,4,5,5,3,5,3,2,1,4,4,4,3,3,5,5,3,5,5,5,5,5,3,3,3,5,0,0,4,11,3,22,2,4,4,4,3,3,3,5,3,5,20,1,16,6,2,1,27,3,4,3,3,4,4,4,5,4,4,5,5,4,5,4,5,3,4,5,4,3,5,4,4,3,4,4,1,0
"1113",3,6491,5,1,5,4,5,4,5,1,4,1,4,1,4,5,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,1,1,5,3,3,20,2,4,4,3,2,3,3,3,3,3,90,2,13,1,1,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,4,4,0,0
"1114",2,4653,5,3,3,5,4,4,3,3,2,4,4,1,4,4,5,2,2,4,4,2,4,3,3,5,4,3,3,2,4,1,1,5,5,3,22,1,5,5,5,2,1,3,4,4,4,60,2,11,3,1,4,9,2,2,4,4,4,4,4,4,3,2,1,3,5,5,5,5,4,5,5,3,5,3,3,4,3,4,4,0,0
"1115",1,228921,5,2,4,4,4,4,4,2,3,2,2,2,4,3,4,3,2,4,3,3,5,5,3,4,3,4,3,4,4,1,1,5,2,3,17,2,4,4,5,3,3,5,4,4,3,20,1,15,4,1,4,3,4,3,3,4,3,4,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,3,3,4,4,0,0
"1116",3,232077,5,2,3,3,4,4,4,2,4,3,5,2,4,4,4,3,3,5,5,4,5,5,5,5,5,4,4,5,5,1,1,3,4,3,22,3,5,5,5,2,5,5,4,4,5,90,2,15,3,2,2,32,3,4,4,4,3,4,3,5,4,3,3,3,3,4,4,4,5,3,4,4,4,3,4,3,3,4,4,1,0
"1117",3,2296,4,3,4,5,4,5,5,3,5,4,4,3,4,4,5,4,3,5,4,3,5,5,4,4,4,3,3,3,4,1,1,4,2,3,18,2,4,4,3,2,2,3,4,4,3,10,1,16,6,2,4,45,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,0,0
"1118",2,5053,5,2,3,5,5,4,3,3,3,3,5,1,5,5,4,5,5,5,5,4,5,5,5,5,5,4,4,4,4,0,0,4,5,3,25,1,5,5,4,3,2,5,5,5,5,75,2,14,1,7,1,28,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,1,0
"1119",2,2017,5,3,4,3,3,5,5,3,2,3,4,1,5,5,5,4,4,5,5,4,5,5,3,4,5,4,4,5,4,1,1,5,3,3,21,3,4,4,4,3,5,5,5,4,4,120,1,14,1,1,2,24,4,5,5,5,5,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,2,5,3,3,0,0
"1120",2,234622,4,2,5,4,4,5,5,3,2,4,4,2,3,3,4,3,5,5,5,4,5,5,5,4,5,2,4,5,5,1,1,5,2,3,22,3,5,4,3,2,5,3,4,4,3,30,1,13,1,2,4,24,5,4,5,4,5,4,4,4,5,4,3,3,4,3,4,3,4,5,5,4,5,5,5,3,5,5,3,0,0
"1121",1,1758,5,2,4,5,5,5,5,4,4,5,2,2,1,5,5,3,3,5,5,4,5,5,5,5,5,4,4,3,4,1,1,4,3,3,19,1,5,3,4,2,5,1,3,2,3,50,1,15,1,5,4,20,2,3,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,3,3,5,5,5,5,5,5,3,3,1,0
"1122",1,1582,2,1,3,5,5,4,3,4,1,3,1,2,3,4,3,2,1,3,5,1,4,4,3,5,4,3,4,3,5,3,1,4,4,3,24,1,5,1,5,3,1,3,3,2,5,60,2,17,1,5,4,23,3,3,3,3,4,4,5,5,5,4,5,3,5,5,4,4,5,5,5,5,5,5,5,2,5,3,3,0,0
"1123",2,22759,5,2,2,3,3,5,3,3,2,3,4,2,3,4,4,3,3,4,5,4,5,4,4,4,4,3,3,3,3,0,0,5,3,3,23,2,5,5,4,2,4,4,5,3,4,45,1,15,1,1,2,50,3,3,4,4,4,4,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,4,4,3,4,4,3,0,0
"1124",1,19227,3,2,2,3,4,5,5,4,2,4,1,2,4,3,5,3,2,5,3,2,4,4,3,5,4,3,2,3,5,0,0,4,6,3,60,2,1,3,5,2,2,3,4,3,5,40,2,17,3,1,3,10,3,4,3,4,4,4,5,5,4,3,5,4,4,3,3,4,5,4,4,4,4,4,5,2,4,4,3,0,0
"1125",3,225277,5,2,4,4,3,4,5,3,4,2,5,2,3,3,4,3,5,5,5,5,5,4,5,4,5,3,4,4,4,1,1,4,3,3,23,2,4,2,5,3,5,2,3,3,1,45,1,15,6,1,2,5,3,3,4,3,3,5,4,5,3,3,4,3,2,4,4,4,3,4,4,5,5,4,3,5,4,5,3,1,0
"1126",2,1682,1,1,3,5,3,5,4,3,3,1,5,1,5,5,5,1,1,3,5,3,5,3,3,4,5,3,1,3,5,1,1,3,3,3,21,2,1,3,5,2,3,5,4,4,3,75,1,13,5,2,3,3,5,3,5,5,5,5,5,5,5,5,3,3,3,5,5,3,5,5,5,5,5,3,5,3,3,3,3,1,0
"1127",3,22717,4,2,4,4,4,4,3,4,4,4,5,2,3,4,5,5,3,4,4,4,5,5,5,5,5,3,4,4,4,1,1,4,3,3,21,1,4,5,4,4,3,5,4,4,5,25,2,15,1,2,1,9,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,0,0
"1128",3,2508,4,1,5,4,5,5,5,2,5,3,5,1,5,5,4,4,5,4,4,3,5,5,5,4,5,4,4,3,4,1,1,4,4,3,23,1,1,5,4,3,2,2,4,3,4,35,1,13,2,1,3,4,2,3,5,4,4,4,4,5,4,4,2,4,3,5,4,4,5,4,4,4,4,4,4,2,3,5,3,1,0
"1129",1,9292,5,2,3,4,4,4,4,3,3,5,1,2,3,3,4,2,3,3,4,4,5,3,3,4,4,3,3,3,4,1,1,5,3,3,24,1,5,5,3,1,3,5,2,4,2,50,2,16,1,5,3,40,3,3,4,3,4,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,0
"1130",3,236871,4,2,4,4,4,4,5,3,4,3,4,2,4,4,4,4,3,5,5,4,5,4,5,5,5,3,3,4,4,2,1,4,11,3,22,3,5,4,4,3,5,3,2,2,4,200,2,17,1,1,2,23,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,2,3,3,3,0,0
"1131",2,22572,4,2,4,5,5,5,5,3,3,3,3,2,4,4,5,4,4,5,5,4,4,5,4,4,5,4,3,4,5,0,0,4,5,3,21,3,4,4,4,2,4,4,4,4,4,45,1,14,1,1,1,50,5,3,4,3,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,5,4,4,3,3,3,0,0
"1132",1,10082,5,2,5,4,4,5,5,4,3,4,3,2,3,3,4,3,3,4,5,3,5,5,5,5,4,3,3,3,3,0,0,4,3,3,20,1,4,4,4,3,1,3,3,5,4,50,2,14,1,2,2,18,5,3,4,4,4,3,3,4,3,3,2,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,0,0
"1133",3,222496,3,2,5,4,5,3,4,4,4,3,5,2,4,4,4,4,4,5,3,4,4,4,5,5,5,3,3,4,4,1,1,4,5,3,22,1,5,3,3,2,1,4,4,5,4,40,1,12,1,1,1,10,4,2,4,3,3,3,4,3,5,4,2,4,3,2,4,2,4,2,3,4,4,4,4,3,3,4,3,1,0
"1134",1,2821,2,2,3,4,4,4,4,3,2,4,2,2,3,3,3,3,3,4,4,2,4,4,3,4,4,3,2,2,4,4,1,5,3,3,21,2,4,4,4,3,5,4,3,4,3,30,1,17,1,2,2,23,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1135",3,486639,4,3,3,4,5,5,4,4,3,4,4,2,4,4,4,3,3,5,4,3,5,5,4,5,4,4,3,4,3,0,0,4,3,3,25,4,1,1,5,1,4,4,4,4,4,30,1,16,1,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1136",1,19239,3,2,4,4,4,2,4,4,2,3,3,1,3,1,4,3,4,4,4,4,4,3,3,3,5,4,2,4,3,0,0,4,3,3,25,3,4,4,4,1,3,2,3,3,4,15,1,17,6,1,1,44,1,3,4,3,3,4,4,5,2,3,4,3,4,3,3,3,4,2,3,4,2,4,3,4,3,4,3,0,0
"1137",2,10685,4,2,3,3,4,5,4,3,2,2,4,2,2,3,4,2,4,5,5,3,4,4,5,5,4,4,3,5,3,0,0,4,4,3,21,2,4,4,3,2,5,3,3,4,4,30,1,13,1,4,3,1,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,4,3,3,4,3,3,2,3,3,0,0
"1138",3,19120,4,3,4,5,4,5,4,5,4,3,4,1,4,4,5,4,4,4,5,2,5,4,5,3,5,4,4,3,5,0,0,4,4,3,25,3,5,5,3,2,5,2,3,3,3,30,1,14,1,5,3,10,3,2,3,3,4,3,4,4,4,4,5,3,4,3,3,2,4,3,3,3,4,3,4,3,1,2,3,0,0
"1139",1,224174,5,2,3,3,4,4,2,4,2,3,2,1,3,4,4,3,3,5,4,4,5,5,5,5,5,4,4,5,5,1,1,5,2,3,16,4,3,3,4,2,5,3,3,3,3,100,1,13,1,1,1,1,4,2,2,3,2,2,2,2,4,4,1,2,3,2,2,4,4,4,3,3,4,4,4,2,2,3,2,0,0
"1140",1,229727,4,2,3,4,4,4,3,2,3,4,2,2,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,3,3,1,1,4,2,3,22,1,4,3,4,2,2,4,4,2,4,40,1,15,1,5,4,84,2,3,3,4,2,2,3,3,4,3,3,4,3,2,2,2,4,3,3,4,4,4,4,1,2,3,2,0,0
"1141",3,471229,4,3,4,5,4,5,4,3,4,5,5,4,3,4,4,3,3,5,5,3,5,4,5,4,4,3,4,4,4,0,0,4,4,3,23,1,4,5,3,3,5,3,3,2,3,40,2,1,1,7,4,43,5,5,5,5,5,3,5,4,5,5,5,5,4,5,5,4,5,5,4,4,5,4,4,3,5,5,5,0,1
"1142",3,235652,4,4,3,4,3,5,5,5,4,4,4,3,3,4,3,4,4,5,5,5,5,4,4,5,4,3,4,3,4,1,1,4,5,3,20,3,5,5,3,3,3,5,4,5,4,200,2,16,6,1,2,39,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,2,5,5,5,0,1
"1143",3,234403,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,5,4,4,5,4,3,3,2,4,1,1,2,6,3,18,2,2,2,2,3,4,5,5,4,5,90,2,1,2,2,3,84,2,1,5,4,4,5,5,5,4,4,3,5,5,4,5,5,5,4,4,5,5,5,5,5,5,4,5,1,1
"1144",3,238683,4,2,2,5,5,4,4,4,4,4,4,2,4,4,3,3,2,5,5,4,4,4,2,5,4,3,3,3,4,1,1,5,2,3,20,2,4,5,4,1,1,4,5,4,4,20,2,18,6,1,1,26,5,4,5,2,4,2,5,4,5,3,5,3,5,3,4,3,4,5,3,5,4,4,4,2,5,5,5,1,1
"1145",1,471042,4,2,2,4,3,3,2,4,2,4,3,4,2,2,4,2,2,4,4,2,4,4,4,4,4,3,2,4,2,0,0,4,6,3,24,1,4,2,4,2,2,4,4,3,3,40,2,12,1,4,1,54,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,5,1,1
"1146",3,480364,5,3,3,4,3,4,4,4,4,3,4,3,2,2,4,3,3,4,4,2,4,4,4,4,5,3,1,5,3,0,0,4,1,3,18,2,3,5,2,2,5,3,4,3,3,25,1,1,1,7,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,4,0,1
"1147",1,420530,4,4,3,3,2,5,4,3,4,4,2,4,3,2,3,2,2,5,5,2,4,4,4,5,4,4,3,3,4,0,0,4,4,3,25,2,5,5,3,1,2,4,4,3,4,20,1,11,1,1,1,40,5,5,3,3,4,5,5,5,5,3,4,5,5,5,3,5,4,5,3,4,4,4,4,3,5,3,4,0,1
"1148",1,224173,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,4,4,2,5,4,3,5,2,3,2,2,4,1,1,4,5,3,22,1,4,2,4,2,1,4,1,4,5,20,2,12,5,1,1,3,2,3,3,4,3,4,4,5,5,5,2,5,5,5,4,3,4,3,4,4,5,4,4,4,5,5,4,0,1
"1149",1,223120,4,2,3,2,4,4,4,2,4,4,1,4,2,3,3,2,3,5,4,3,5,5,2,5,4,3,2,4,4,1,1,4,3,3,23,1,4,3,4,2,2,3,5,3,5,10,2,16,1,2,4,9,3,3,4,4,5,5,5,5,3,5,2,4,3,5,5,5,5,5,5,4,5,4,4,5,4,4,4,1,1
"1150",1,421054,3,3,3,4,3,3,4,3,3,4,2,2,3,4,3,3,2,4,4,3,4,4,4,5,2,3,4,3,4,1,1,4,2,3,19,1,5,5,5,3,4,3,4,4,4,200,2,12,1,5,4,3,4,4,3,3,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,1
"1151",2,421312,2,3,4,3,2,4,4,3,2,4,4,4,2,2,3,2,2,5,5,1,4,4,4,4,4,3,3,4,3,0,0,5,5,3,19,1,4,4,5,1,5,4,3,3,3,20,2,11,3,2,4,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"1152",3,234369,5,3,3,5,3,4,4,4,4,3,3,4,3,3,4,3,3,4,4,4,4,4,4,5,5,3,3,4,4,0,0,4,2,3,22,3,3,4,3,3,5,3,2,2,3,75,1,19,1,1,3,5,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,0,1
"1153",1,473129,4,2,2,4,4,4,4,4,3,2,2,2,3,3,4,2,2,4,4,3,4,4,3,4,3,3,2,3,4,1,1,3,2,3,20,1,5,4,4,3,4,2,4,3,4,40,2,1,1,5,4,23,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1
"1154",2,481736,4,3,4,4,4,4,4,4,2,4,4,2,2,2,4,1,2,4,4,4,4,4,4,4,4,2,2,4,2,1,1,4,3,3,17,3,3,3,3,3,4,3,3,3,3,30,2,19,1,1,4,50,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,1,1
"1155",1,229529,2,4,3,4,4,4,4,4,4,4,2,3,1,3,3,3,2,5,4,2,5,4,4,4,4,3,3,3,4,1,1,4,4,3,19,2,4,4,5,2,3,5,4,4,3,100,1,17,1,1,4,11,3,2,3,3,4,4,4,4,3,2,2,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,0,1
"1156",3,475449,4,4,3,3,2,4,4,4,3,4,3,3,2,2,3,2,2,4,5,2,5,4,1,5,4,4,2,4,4,0,0,4,1,3,15,2,4,5,5,1,2,4,4,4,5,20,1,10,5,1,1,40,5,3,4,5,3,3,4,3,4,5,2,4,5,4,4,3,3,4,4,4,4,4,4,3,4,4,4,0,1
"1157",1,241019,4,2,3,4,3,4,3,4,3,4,2,3,3,3,4,2,2,4,4,3,4,4,3,3,4,3,2,3,3,0,0,4,5,3,19,1,3,3,2,2,3,4,4,4,4,35,2,17,1,1,3,39,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,0,1
"1158",1,229804,3,3,3,4,4,4,3,4,3,4,2,3,2,2,4,1,2,4,4,2,4,4,1,4,4,3,3,3,4,0,0,4,11,3,22,2,5,1,4,2,3,3,4,3,4,50,1,16,6,1,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1
"1159",1,232742,4,3,3,4,3,4,3,4,3,3,3,3,4,3,4,3,3,4,4,3,4,4,3,4,3,3,3,3,3,1,1,4,11,3,20,3,4,4,4,2,3,4,3,4,4,50,1,16,1,1,2,54,4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,0,1
"1160",1,239384,5,4,2,5,4,5,4,5,2,3,2,2,2,3,4,2,4,5,5,2,5,5,5,5,4,3,2,3,5,1,1,5,3,3,19,1,5,5,4,2,5,2,3,4,3,25,2,11,1,1,1,48,2,2,4,4,2,4,4,4,4,4,3,4,4,4,5,3,4,4,4,5,5,4,4,2,4,5,4,1,1
"1161",1,421513,3,4,2,3,4,5,4,4,2,5,1,2,3,3,3,1,2,5,5,2,4,3,2,4,5,3,1,2,3,0,0,4,2,3,24,2,3,3,3,2,3,4,3,3,3,15,1,11,1,1,1,40,2,3,4,4,4,3,4,5,4,5,3,5,5,5,4,4,5,4,5,4,4,5,5,4,3,3,4,0,1
"1162",3,227658,3,3,3,4,2,5,4,3,4,4,5,2,3,3,4,4,3,5,5,3,5,5,2,5,4,3,2,3,3,2,1,4,4,3,19,1,5,5,5,3,3,4,4,3,5,75,2,14,1,1,1,14,4,3,5,5,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,3,4,4,2,3,3,4,1,1
"1163",3,485468,4,3,3,4,3,3,3,3,3,2,4,4,3,4,3,3,3,4,4,3,5,3,4,4,4,3,3,3,4,0,0,4,3,3,20,3,3,4,4,3,5,3,4,4,3,25,2,11,1,1,4,1,3,4,4,4,4,4,4,4,4,5,5,3,5,5,4,4,4,5,5,5,5,4,5,3,3,4,4,0,1
"1164",1,470886,2,2,4,4,4,4,4,3,4,2,2,2,3,3,2,2,3,4,4,3,4,4,2,4,3,4,2,3,4,0,0,4,4,3,22,1,5,3,5,3,1,3,5,3,5,25,1,15,1,1,4,39,4,3,4,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,1,1
"1165",3,233532,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,3,4,4,1,1,4,2,3,20,3,3,3,4,2,4,3,3,3,3,20,1,14,5,1,1,40,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,0,1
