"animal","test.sales","sales"
"bear",73,6421
"bear",48,8251
"monkey",36,8862
"rabbit",66,2434
"penguin",51,5539
"penguin",27,3444
"bear",65,8111
"penguin",26,4663
"kangaroo",70,9680
"penguin",32,3569
"koala",9,0
"bear",48,6391
"kangaroo",62,8419
"camel",46,7048
"fox",4,0
"penguin",50,4252
"lion",28,6167
"monkey",31,8153
"fox",8,0
"bear",50,6486
"bear",51,5354
"lion",33,6766
"monkey",28,5584
"kangaroo",38,6304
"kangaroo",71,10031
"lion",67,7904
"lion",49,7657
"elephant",1,0
"monkey",48,11679
"penguin",45,5254
"elephant",3,0
"bear",40,5053
"bear",44,5825
"penguin",46,3517
"fox",3,0
"monkey",73,13371
"penguin",71,4408
"penguin",66,5235
"monkey",41,8333
"kangaroo",36,7334
"penguin",57,5821
"penguin",38,3840
"lion",50,7883
"kangaroo",52,6792
"monkey",51,10548
"elephant",1,0
"monkey",60,11227
"bear",40,5421
"zebra",36,6768
"kangaroo",31,5170
"elephant",10,0
"monkey",62,11252
"zebra",63,8756
"kangaroo",25,5369
"lion",45,6649
"fox",9,0
"lion",72,8173
"monkey",61,12378
"kangaroo",36,6094
"monkey",61,10187
"lion",73,9254
"koala",7,0
"monkey",26,6257
"lion",67,8726
"bear",29,3109
"lion",35,6814
"kangaroo",39,7955
"lion",36,4930
"zebra",57,9294
"monkey",55,12086
"monkey",26,7680
"bear",63,7080
"kangaroo",25,7651
"zebra",39,7104
"penguin",42,5973
"monkey",47,8967
"lion",52,7750
"penguin",46,7395
"camel",46,6548
"camel",60,7446
"rabbit",62,3470
"monkey",33,7200
"lion",43,5371
"bear",72,7640
"monkey",40,9646
"rabbit",29,2308
"monkey",62,12202
"monkey",75,12831
"fox",2,0
"penguin",65,6063
"fox",9,0
"monkey",50,9690
"monkey",75,15619
"zebra",43,6479
"penguin",70,4031
"lion",50,5291
"lion",48,6547
"penguin",65,5368
"lion",49,6437
"bear",43,6280
"penguin",49,5415
"camel",36,7651
"lion",34,5899
"camel",39,5758
"elephant",3,0
"bear",34,4332
"penguin",41,6031
"lion",46,6207
"penguin",52,4906
"bear",41,6482
"lion",64,8673
"bear",33,5744
"monkey",65,13407
"lion",62,6352
"penguin",42,4548
"bear",42,4795
"penguin",33,4760
"penguin",56,2879
"lion",51,7932
"elephant",7,0
"rabbit",33,4976
"lion",45,6560
"kangaroo",63,9343
"lion",41,8262
"monkey",67,12713
"koala",10,0
"kangaroo",67,11244
"monkey",49,9074
"camel",67,8091
"penguin",25,4432
"bear",25,4903
"zebra",65,10179
"kangaroo",57,6886
"kangaroo",71,11072
"lion",66,7826
"kangaroo",68,10491
"monkey",44,8590
"koala",10,0
"penguin",72,6269
"camel",61,9407
"bear",56,5679
"bear",31,3237
"kangaroo",40,7825
"koala",9,0
"lion",67,9662
"bear",37,6219
"kangaroo",34,5871
"penguin",56,5296
"lion",66,9298
"lion",37,6898
"monkey",47,9419
"bear",73,8898
"kangaroo",29,5418
"lion",35,6220
"bear",25,2357
"elephant",4,0
"monkey",46,11352
"penguin",26,4155
"lion",54,7108
"lion",73,7526
"lion",61,7686
"monkey",35,8557
"monkey",32,8686
"penguin",47,4165
"koala",7,0
"kangaroo",51,8073
"monkey",73,13055
"kangaroo",55,8346
"lion",51,5010
"monkey",38,8571
"penguin",35,4611
"kangaroo",68,10379
"rabbit",43,3192
"bear",26,5159
"bear",56,6372
"zebra",62,9423
"kangaroo",43,7821
"penguin",55,5004
"lion",71,10342
"camel",32,6907
"lion",65,6197
"penguin",73,5884
"fox",4,0
"kangaroo",46,5961
"penguin",67,5315
"monkey",35,8884
"monkey",29,7668
"bear",71,6649
"rabbit",33,3393
"koala",1,0
"koala",6,0
"penguin",32,4763
"rabbit",60,5937
"bear",71,9095
"lion",68,8367
"bear",48,4697
"penguin",54,5055
"kangaroo",53,9173
"kangaroo",36,7085
"kangaroo",69,10757
"rabbit",45,3257
"bear",75,6484
"penguin",27,3380
"rabbit",74,5393
"lion",41,7635
"monkey",40,8010
"penguin",25,4142
"elephant",1,0
"fox",10,0
"monkey",40,9817
"kangaroo",37,8013
"monkey",31,6573
"zebra",26,4759
"kangaroo",27,7051
"kangaroo",69,10753
"elephant",5,0
"kangaroo",28,5611
"penguin",55,4820
"penguin",43,3303
"kangaroo",58,10180
"kangaroo",34,6655
"kangaroo",49,7296
"lion",27,6735
"fox",3,0
"lion",60,7724
"lion",25,4507
"penguin",43,5814
"lion",26,3620
"monkey",57,11872
"kangaroo",71,10324
"rabbit",35,4386
"camel",39,4415
"kangaroo",49,7142
"kangaroo",25,6278
"zebra",69,9489
"rabbit",57,2559
"monkey",25,6930
"bear",40,6599
"zebra",31,4980
"kangaroo",32,7502
"lion",34,6863
"kangaroo",48,8420
"bear",70,6464
"bear",64,7417
"bear",62,5695
"kangaroo",75,10136
"monkey",41,9327
"kangaroo",71,9243
"penguin",45,3301
"penguin",31,2444
"bear",46,5129
"lion",44,6017
"lion",50,6814
"bear",36,2989
"kangaroo",56,9312
"lion",32,6200
"lion",42,4877
"penguin",75,4967
"lion",30,5024
"monkey",59,11165
"penguin",32,4321
"penguin",32,7050
"bear",31,4735
"elephant",6,0
"kangaroo",54,9035
"rabbit",58,3243
"lion",25,2833
"bear",29,3112
"elephant",6,0
"zebra",52,7135
"kangaroo",32,5827
"monkey",65,12486
"kangaroo",26,4802
"kangaroo",38,8231
"monkey",46,11703
"monkey",66,15071
"camel",30,5173
"bear",45,7007
"elephant",2,0
"lion",65,9439
"camel",75,11185
"penguin",41,5305
"zebra",66,7863
"kangaroo",44,8497
"bear",47,8026
"bear",55,7745
"monkey",56,10456
"lion",54,7459
"bear",47,6355
"bear",62,6680
"fox",3,0
"penguin",38,2981
"fox",8,0
"monkey",31,8725
"zebra",26,4905
"zebra",74,9073
"lion",63,7977
"kangaroo",34,7184
"bear",38,5761
"kangaroo",52,9774
"rabbit",44,3170
"zebra",72,9122
"kangaroo",47,9170
"lion",67,9291
"monkey",40,9565
"camel",36,6198
"bear",38,3877
"penguin",54,4019
"bear",49,5622
"rabbit",48,5856
"kangaroo",31,6414
"monkey",27,6161
"lion",27,6008
"lion",64,7339
"camel",66,7467
"penguin",63,5174
"bear",48,4620
"lion",46,8261
"zebra",31,2916
"monkey",36,9140
"fox",4,0
"zebra",75,7868
"penguin",64,4860
"monkey",37,8075
"bear",56,5863
"koala",4,0
"lion",52,6972
"camel",62,7557
"bear",74,5760
"bear",30,2588
"penguin",30,4747
"kangaroo",50,7084
"bear",52,5838
"kangaroo",56,9409
"kangaroo",64,9853
"rabbit",60,4587
"kangaroo",27,5678
"lion",64,7875
"koala",7,0
"penguin",25,5031
"kangaroo",39,7369
"monkey",66,14658
"penguin",73,5497
"penguin",31,4679
"bear",32,3567
"monkey",68,13486
"bear",60,7207
"lion",35,4357
"kangaroo",57,8459
"elephant",2,0
"kangaroo",28,6858
"kangaroo",28,5850
"camel",58,7289
"rabbit",60,4120
"monkey",32,8862
"fox",8,0
"monkey",35,8489
"monkey",66,12992
"lion",53,9201
"lion",61,7947
"penguin",45,4325
"penguin",46,2830
"monkey",46,8537
"monkey",39,7982
"kangaroo",65,10821
"lion",36,7563
"bear",37,5635
"koala",1,0
"monkey",75,14770
"penguin",25,2728
"bear",46,6845
"fox",10,0
"zebra",31,5325
"fox",7,0
"monkey",54,12258
"penguin",60,5969
"bear",69,8000
"bear",71,7981
"elephant",2,0
"penguin",39,6442
"bear",37,5533
"elephant",7,0
"kangaroo",53,9091
"lion",46,5011
"kangaroo",40,7407
"penguin",74,4225
"fox",8,0
"penguin",46,2515
"monkey",61,10679
"penguin",33,2943
"bear",25,5476
"monkey",65,12798
"monkey",51,10713
"kangaroo",38,6664
"penguin",69,7450
"kangaroo",35,6319
"rabbit",66,4470
"penguin",32,4262
"monkey",27,7677
"penguin",66,5483
"kangaroo",29,5497
"monkey",25,5930
"bear",65,6567
"bear",69,8285
"kangaroo",27,5236
"monkey",35,8065
"lion",72,10282
"camel",57,6738
"lion",61,6376
"kangaroo",29,6807
"lion",63,7903
"penguin",68,5211
"kangaroo",65,8947
"lion",53,6353
"monkey",75,14794
"lion",73,10312
"kangaroo",60,7603
"monkey",38,9693
"bear",62,6505
"zebra",28,5747
"zebra",26,5507
"fox",2,0
"lion",46,7857
"monkey",73,12458
"bear",59,5976
"lion",38,6142
"koala",5,0
"kangaroo",70,12722
"monkey",30,8574
"monkey",37,5027
"penguin",56,5797
"monkey",68,14325
"camel",70,10052
"bear",49,6586
"elephant",3,0
"elephant",4,0
"penguin",32,4380
"penguin",56,3636
"rabbit",33,2854
"penguin",49,5789
"lion",46,6357
"kangaroo",47,7840
"camel",50,5930
"monkey",39,7648
"penguin",51,4770
"kangaroo",63,9275
"penguin",27,2259
"penguin",54,4644
"lion",32,5351
"monkey",39,9726
"kangaroo",60,8987
"monkey",29,5830
"fox",7,0
"penguin",62,4489
"lion",47,7905
"rabbit",51,5483
"zebra",47,6655
"elephant",6,0
"fox",7,0
"zebra",69,8140
"camel",63,9994
"camel",75,8728
"monkey",38,8374
"lion",44,7527
"fox",10,0
"penguin",28,5873
"bear",68,6696
"monkey",25,7327
"bear",64,8141
"elephant",7,0
"monkey",63,12801
"kangaroo",72,11615
"lion",44,5323
"penguin",73,6414
"monkey",47,11867
"lion",35,5465
"monkey",56,10254
"rabbit",49,4581
"monkey",65,13955
"lion",25,5017
"elephant",10,0
"penguin",49,3892
"monkey",50,10161
"lion",60,7304
"lion",74,9739
"rabbit",52,4630
"penguin",54,4905
"monkey",48,10840
"bear",25,3373
"rabbit",64,4010
"lion",39,6322
"koala",5,0
"lion",46,7088
"penguin",35,4600
"penguin",48,2835
"bear",42,6787
"camel",38,6179
"bear",48,7129
"camel",52,6889
"lion",49,8464
"rabbit",44,3092
"penguin",63,5562
"zebra",34,6341
"monkey",55,11505
"penguin",71,5179
"bear",54,5050
"rabbit",27,4949
"zebra",49,7720
"koala",3,0
"kangaroo",56,8932
"kangaroo",36,5566
"lion",69,9591
"camel",39,6634
"lion",28,3820
"bear",49,4867
"fox",1,0
"bear",50,6060
"penguin",74,4997
"kangaroo",61,9445
"bear",35,5318
"bear",57,5880
"bear",41,6761
"penguin",75,5320
"kangaroo",27,5992
"lion",64,9574
"elephant",8,0
"zebra",46,7116
"lion",46,4175
"camel",61,7419
"rabbit",31,4125
"kangaroo",51,9103
"monkey",27,5076
"elephant",4,0
"lion",53,6973
"monkey",25,7268
"lion",26,5807
"monkey",70,13236
"kangaroo",27,6498
"elephant",3,0
"bear",47,4332
"monkey",44,11001
"bear",25,4564
"penguin",56,5038
"kangaroo",29,7122
"kangaroo",36,5467
"zebra",30,3870
"rabbit",58,3356
"lion",32,5511
"monkey",27,8374
"penguin",25,3505
"penguin",65,6118
"rabbit",75,5020
"bear",43,6777
"kangaroo",74,10816
"lion",64,8366
"bear",48,6954
"rabbit",45,4407
"koala",8,0
"lion",32,6398
"rabbit",62,2660
"lion",47,7108
"kangaroo",73,9099
"bear",66,8158
"penguin",61,5139
"kangaroo",53,9487
"bear",61,7234
"monkey",49,10267
"penguin",26,1263
"monkey",55,10856
"monkey",31,8180
"elephant",10,0
"monkey",47,10880
"koala",2,0
"fox",6,0
"kangaroo",30,6084
"penguin",57,5196
"monkey",57,9628
"bear",48,3878
"bear",26,5121
"zebra",47,7171
"lion",52,7427
"lion",33,7644
"lion",35,7124
"lion",41,7451
"fox",6,0
"camel",62,8975
"lion",67,9245
"monkey",67,12123
"elephant",1,0
"camel",48,6739
"kangaroo",51,9032
"zebra",39,6485
"monkey",71,16009
"bear",54,4826
"penguin",53,4781
"camel",72,7375
"rabbit",49,3995
"lion",73,10082
"koala",4,0
"fox",3,0
"kangaroo",50,8029
"monkey",33,7297
"kangaroo",46,8080
"monkey",60,13865
"lion",68,9676
"lion",38,6351
"kangaroo",30,7198
"kangaroo",30,9384
"kangaroo",67,11113
"kangaroo",56,8878
"monkey",35,8041
"bear",29,5464
"kangaroo",54,6704
"lion",38,7696
"camel",40,5110
"lion",38,5095
"kangaroo",28,6815
"camel",34,5256
"lion",40,7550
"fox",9,0
"lion",57,7737
"lion",38,5664
"kangaroo",68,10098
"rabbit",25,4385
"bear",48,6188
"camel",64,6385
"lion",38,7455
"monkey",53,12766
"rabbit",26,1490
"rabbit",69,4828
"koala",10,0
"monkey",31,10526
"penguin",36,3519
"monkey",53,11232
"lion",70,8121
"bear",39,6108
"monkey",34,9791
"kangaroo",29,5260
"penguin",51,5475
"elephant",7,0
"penguin",47,3791
"zebra",51,7026
"monkey",56,9910
"koala",5,0
"lion",57,7709
"kangaroo",55,9902
"penguin",35,2662
"lion",55,7488
"bear",58,5440
"lion",70,9713
"kangaroo",37,7582
"zebra",71,9360
"kangaroo",47,8294
"penguin",27,4051
"camel",25,5522
"lion",42,3455
"elephant",5,0
"camel",35,7693
"penguin",67,7350
"bear",27,4954
"bear",45,6198
"lion",52,6309
"penguin",71,6463
"kangaroo",36,6523
"bear",60,6947
"monkey",44,9839
"bear",56,6449
"bear",30,4309
"koala",2,0
"kangaroo",35,6805
"koala",10,0
"elephant",5,0
"elephant",3,0
"penguin",29,3406
"kangaroo",64,9162
"lion",31,5498
"monkey",29,9082
"lion",52,6274
"lion",55,8570
"lion",41,7000
"elephant",6,0
"fox",9,0
"rabbit",67,6052
"kangaroo",32,4818
"penguin",52,6797
"bear",42,4906
"zebra",68,10807
"rabbit",27,2959
"penguin",31,2981
"kangaroo",31,5281
"lion",66,9952
"penguin",38,4640
"bear",37,3509
"kangaroo",64,8716
"monkey",32,9020
"camel",36,5193
"lion",28,6658
"lion",26,6531
"monkey",38,10172
"bear",27,4669
"bear",61,6086
"penguin",75,6219
"rabbit",68,4874
"lion",70,8031
"kangaroo",60,7945
"monkey",31,8062
"zebra",34,5606
"kangaroo",47,8607
"monkey",43,11090
"kangaroo",72,10203
"lion",40,5820
"bear",67,7762
"lion",49,7292
"fox",2,0
"kangaroo",43,7312
"elephant",10,0
"monkey",75,13749
"bear",27,4378
"zebra",67,9086
"kangaroo",41,8741
"camel",30,4712
"monkey",27,7533
"kangaroo",74,10701
"camel",41,7875
"bear",57,4260
"monkey",38,9080
"monkey",62,12394
"lion",28,4547
"lion",44,7110
"lion",42,6421
"bear",32,6628
"camel",69,9741
"monkey",45,8156
"lion",75,10624
"kangaroo",41,8807
"bear",33,5223
"lion",27,4988
"lion",50,7066
"bear",50,6164
"zebra",33,5181
"rabbit",27,4556
"camel",40,8276
"monkey",38,8730
"kangaroo",39,6593
"bear",26,5833
"camel",57,7176
"kangaroo",67,9694
"kangaroo",29,5830
"penguin",32,4732
"bear",62,6195
"bear",56,7051
"penguin",51,5899
"monkey",51,10515
"monkey",49,9373
"koala",9,0
"camel",59,6921
"lion",36,6781
"lion",70,7871
"koala",2,0
"camel",62,8474
"koala",3,0
"lion",35,5811
"monkey",63,13559
"monkey",42,9257
"kangaroo",70,11864
"zebra",61,7135
"bear",33,4576
"fox",1,0
"kangaroo",28,6063
"penguin",72,5548
"penguin",71,7057
"koala",2,0
"lion",32,4668
"rabbit",47,5649
"elephant",5,0
"lion",53,6169
"kangaroo",29,7132
"penguin",69,6926
"monkey",60,10088
"lion",55,7671
"bear",45,5328
"bear",29,3908
"monkey",57,10991
"monkey",39,8140
"monkey",38,7835
"camel",33,5682
"monkey",51,10060
"kangaroo",61,8761
"koala",5,0
"penguin",37,5180
"penguin",66,6561
"lion",31,5437
"monkey",75,13945
"rabbit",64,4725
"bear",52,6509
"monkey",25,7683
"monkey",50,12464
"monkey",53,11165
"monkey",61,13313
"bear",71,6976
"penguin",50,3783
"lion",45,5659
"penguin",46,4018
"monkey",59,12901
"bear",65,6676
"camel",42,7623
"kangaroo",54,7597
"kangaroo",71,8655
"kangaroo",33,6662
"lion",58,8601
"lion",30,4600
"koala",4,0
"camel",71,5579
"rabbit",75,3544
"penguin",50,4420
"lion",66,9085
"kangaroo",50,7532
"rabbit",40,5336
"monkey",37,8475
"monkey",50,10318
"penguin",66,7027
"koala",7,0
"lion",46,5809
"fox",5,0
"rabbit",32,6099
"kangaroo",69,7903
"penguin",57,6037
"koala",2,0
"monkey",51,9534
"bear",52,6420
"zebra",45,7510
"camel",45,7597
"lion",72,9013
"kangaroo",48,7170
"penguin",28,4586
"penguin",53,5298
"rabbit",58,3285
"fox",9,0
"lion",26,3197
"monkey",37,8975
"monkey",27,7944
"camel",73,9162
"bear",32,5811
"zebra",30,4224
"lion",29,5891
"penguin",49,4625
"kangaroo",59,7961
"bear",29,4762
"bear",71,7156
"bear",29,3522
"monkey",47,8365
"elephant",10,0
"monkey",56,11835
"kangaroo",45,6967
"lion",26,4886
"lion",74,9360
"bear",71,8022
"camel",71,8121
"bear",41,4708
"bear",67,9574
"bear",35,3974
"penguin",72,5536
"monkey",32,8069
"koala",8,0
"bear",56,6639
"bear",41,6357
"bear",71,8246
"lion",75,9512
"zebra",37,6333
"penguin",53,4049
"penguin",44,4672
"lion",75,8380
"zebra",30,4163
"monkey",75,16104
"penguin",69,5807
"zebra",75,10077
"lion",61,7423
"koala",5,0
"lion",41,7033
"bear",50,5191
"penguin",72,6491
"rabbit",59,3932
"rabbit",49,2670
"monkey",29,7607
"camel",72,8641
"monkey",74,13452
"monkey",60,11934
"lion",62,8744
"penguin",25,4840
"lion",39,6592
"penguin",62,3392
"kangaroo",30,6832
"lion",60,8179
"bear",46,6038
"bear",62,8109
"lion",68,8650
"lion",67,8112
"kangaroo",35,6663
"elephant",9,0
"lion",45,5254
"zebra",27,4937
"penguin",74,6429
"monkey",51,12169
"rabbit",28,5931
"lion",67,7662
"lion",35,6986
"koala",4,0
"kangaroo",64,10756
"kangaroo",25,6766
"monkey",46,11387
"bear",41,6831
"kangaroo",35,6598
"camel",26,5739
"monkey",61,14074
"bear",30,3445
"kangaroo",53,9503
"elephant",2,0
"monkey",55,11935
"penguin",60,4870
"kangaroo",35,5929
"penguin",53,5550
"koala",5,0
"kangaroo",52,9417
"rabbit",59,3146
"zebra",46,8534
"penguin",44,5028
"penguin",43,4050
"koala",9,0
"zebra",39,6450
"bear",29,3472
"kangaroo",25,5089
"penguin",70,6962
"lion",70,9497
"fox",1,0
"kangaroo",42,6835
"kangaroo",60,10026
"penguin",27,6042
"rabbit",51,4646
"monkey",28,6746
"monkey",26,5860
"penguin",37,3959
"penguin",38,4529
"bear",60,7304
"bear",34,3540
"bear",39,4481
"fox",9,0
"penguin",38,3836
"penguin",74,4464
"penguin",56,4057
"rabbit",70,4712
"kangaroo",50,7713
"bear",74,8431
"kangaroo",37,6454
"penguin",26,4304
"bear",54,5579
"penguin",38,2517
"koala",4,0
"penguin",63,4734
"lion",43,7783
"monkey",46,10962
"bear",46,6254
"penguin",47,5631
"monkey",50,11364
"zebra",27,5260
"fox",10,0
"zebra",48,6976
"penguin",30,3300
"kangaroo",44,6854
"bear",74,8944
"kangaroo",72,10317
"kangaroo",33,6409
"penguin",47,5285
"monkey",25,6433
"bear",52,6284
"bear",59,6509
"elephant",8,0
"rabbit",58,5260
"camel",51,6897
"koala",8,0
"koala",7,0
"bear",60,6735
"elephant",1,0
"elephant",8,0
"kangaroo",49,9285
"kangaroo",72,11610
"bear",62,6476
"kangaroo",33,6338
"bear",51,6920
"fox",2,0
"kangaroo",41,5574
"bear",59,6701
"koala",9,0
"bear",48,4418
"monkey",75,15308
"kangaroo",30,6128
"fox",7,0
"monkey",53,11984
"koala",1,0
"lion",45,8048
"bear",67,7022
"lion",40,5830
"monkey",64,12863
"penguin",49,4591
"monkey",53,11518
"elephant",3,0
"camel",28,4504
"rabbit",33,3792
"penguin",75,6940
"lion",56,8717
"zebra",43,8335
"penguin",41,4600
"rabbit",72,3859
"lion",28,4002
"rabbit",44,4033
"koala",6,0
"camel",48,8523
"lion",58,10008
"bear",45,5857
"penguin",27,5691
"lion",57,7777
"bear",72,5868
"monkey",61,11498
"penguin",38,4544
"monkey",69,12663
"fox",10,0
"monkey",70,12765
"camel",42,4161
"penguin",62,7238
"bear",65,5025
"monkey",65,13090
"lion",63,8235
"fox",3,0
"lion",31,6098
"penguin",34,5055
"monkey",47,9856
"penguin",67,5459
"bear",53,5218
"zebra",41,7306
"zebra",43,7027
"monkey",32,9079
"kangaroo",34,5827
"zebra",47,6463
"lion",64,10560
"elephant",2,0
"monkey",70,14575
"penguin",28,3635
"lion",36,7243
"rabbit",55,5995
"lion",32,7454
"penguin",41,3635
"bear",45,6876
"kangaroo",29,6829
"penguin",72,6639
"camel",29,6644
"kangaroo",55,7748
"zebra",41,7043
"lion",58,7436
"penguin",52,4801
"kangaroo",72,11706
"zebra",41,7690
"monkey",36,7784
"penguin",58,4854
"koala",3,0
"lion",60,7819
"bear",71,8685
"elephant",5,0
"elephant",3,0
"penguin",67,6098
"bear",75,8152
"monkey",69,13981
"bear",63,7027
"monkey",40,8703
"monkey",34,9329
"monkey",70,12989
"bear",64,6163
"penguin",70,4528
"kangaroo",74,12261
"monkey",46,10877
"zebra",75,8954
"penguin",50,6090
"fox",8,0
"bear",30,5341
"bear",46,6416
"lion",63,7830
"monkey",48,9540
"monkey",53,12065
"bear",55,5727
"lion",57,7859
"penguin",32,6224
"kangaroo",65,9186
"bear",66,7285
"kangaroo",45,7015
"lion",34,6291
"lion",73,9046
"bear",46,5992
"rabbit",27,3428
"rabbit",67,3814
"bear",50,6103
"rabbit",74,3610
"fox",5,0
"rabbit",42,4418
"penguin",75,5323
"kangaroo",72,10866
"lion",47,5442
"kangaroo",69,9747
"zebra",75,9581
"zebra",50,7427
"bear",33,5901
"monkey",37,8698
"lion",25,5446
"bear",26,4002
"elephant",9,0
"camel",27,5478
"kangaroo",28,5525
"bear",59,6364
"penguin",45,4200
"kangaroo",41,8140
"kangaroo",31,6289
"penguin",43,4511
"bear",61,7345
"kangaroo",63,8663
"kangaroo",26,6573
"lion",46,7887
"kangaroo",57,10598
"lion",61,7390
"rabbit",30,2529
"penguin",69,6161
"monkey",55,7840
"fox",10,0
"penguin",26,2682
"zebra",70,10039
"lion",26,5735
"rabbit",47,2293
"bear",45,5898
"rabbit",60,4822
"camel",59,7304
"penguin",48,4975
"monkey",49,9730
"kangaroo",48,8704
"zebra",25,4110
"monkey",69,15027
"monkey",53,10937
"lion",69,7651
"lion",37,3596
"lion",30,6653
"bear",35,5582
"penguin",35,3905
"penguin",35,3780
"lion",28,5137
"kangaroo",68,10018
"penguin",74,5274
"lion",37,6635
"monkey",58,12024
"bear",61,6270
"kangaroo",37,7898
"bear",66,7236
"monkey",54,10904
"kangaroo",36,7449
"bear",43,4447
"kangaroo",73,10848
"penguin",36,4438
"monkey",49,9759
"lion",52,4839
"koala",10,0
"fox",10,0
"kangaroo",55,7438
"lion",47,7367
"zebra",74,8710
"camel",31,4098
"lion",27,4116
"bear",63,8139
"monkey",55,11586
"rabbit",34,3767
"bear",25,2495
"zebra",39,7634
"bear",68,6649
"elephant",5,0
"fox",1,0
"monkey",31,6258
"lion",67,10182
"penguin",26,4514
"kangaroo",66,9732
"zebra",27,4846
"penguin",41,5163
"camel",32,4845
"bear",44,7020
"lion",40,4923
"zebra",73,8649
"koala",10,0
"lion",35,5923
"monkey",43,9161
"fox",10,0
"fox",2,0
"zebra",53,6598
"camel",39,5722
"lion",25,6370
"penguin",73,3814
"penguin",57,6843
"bear",52,7149
"bear",42,5104
"lion",32,6623
"penguin",31,4030
"monkey",27,6080
"bear",61,7671
"bear",51,7137
"monkey",27,8692
"koala",2,0
"fox",7,0
"penguin",75,5422
"lion",54,6195
"bear",29,5771
"lion",44,6810
"monkey",48,10510
"koala",5,0
"penguin",56,5661
"penguin",50,4697
"bear",60,5737
"bear",44,7217
"camel",58,6440
"lion",40,5358
"zebra",53,8675
"rabbit",45,3289
"lion",50,7409
"fox",9,0
"bear",65,7480
"lion",48,6807
"monkey",29,7512
"bear",39,6379
"lion",75,7568
"elephant",8,0
"lion",39,4596
"lion",51,8420
"kangaroo",60,9643
"bear",67,7484
"monkey",53,11480
"koala",1,0
"bear",35,4490
"kangaroo",47,9094
"zebra",40,7205
"penguin",44,3450
"bear",61,5384
"koala",8,0
"rabbit",32,3623
"bear",46,5134
"bear",55,6321
"kangaroo",38,6025
"bear",61,7125
"monkey",75,13725
"monkey",41,8395
"penguin",70,5827
"bear",30,5440
"monkey",69,13139
"elephant",1,0
"zebra",69,8859
"koala",4,0
"monkey",71,14249
"lion",33,5482
"bear",35,4096
"camel",69,8104
"kangaroo",32,7341
"fox",9,0
"lion",67,7839
"lion",30,6245
"lion",58,7242
"penguin",40,4428
"lion",31,6236
"lion",43,6238
"lion",50,7970
"bear",74,6726
"bear",51,5236
"rabbit",52,5009
"kangaroo",68,10120
"lion",50,7691
"rabbit",25,3742
"monkey",30,7899
"monkey",31,6216
"kangaroo",38,7920
"zebra",49,9108
"fox",7,0
"monkey",70,13353
"kangaroo",46,7646
"penguin",32,3215
"penguin",44,5053
"zebra",33,7017
"penguin",44,5720
"monkey",48,8361
"penguin",34,3106
"lion",71,10623
"kangaroo",49,9017
"zebra",43,5869
"monkey",41,9674
"fox",6,0
"kangaroo",46,8085
"lion",66,9887
"penguin",59,5708
"rabbit",60,5448
"kangaroo",45,7105
"camel",50,6403
"penguin",43,5972
"rabbit",72,2392
"zebra",71,8247
"penguin",51,5701
"kangaroo",75,12109
"zebra",26,5703
"kangaroo",72,9871
"elephant",3,0
"elephant",10,0
"camel",43,7549
"lion",55,8772
"penguin",48,4469
"bear",70,6682
"kangaroo",57,9778
"lion",59,10831
"lion",73,7390
"bear",45,6357
"zebra",52,6813
"penguin",56,5674
"bear",50,7072
"penguin",61,3274
"camel",43,6676
"camel",66,7598
"lion",32,5857
"lion",75,9513
"camel",40,7011
"camel",30,4868
"monkey",57,11955
"fox",1,0
"penguin",72,6083
"monkey",46,7799
"bear",44,5413
"camel",65,8159
"lion",39,6296
"monkey",69,12111
"rabbit",62,2485
"lion",62,7694
"elephant",1,0
"bear",29,5725
"elephant",7,0
"kangaroo",45,7624
"penguin",60,6395
"bear",69,7619
"rabbit",62,5274
"rabbit",34,3556
"monkey",67,12831
"monkey",74,15414
"kangaroo",66,7813
"elephant",7,0
"koala",7,0
"bear",35,3140
"koala",1,0
"kangaroo",73,9121
"koala",6,0
"penguin",66,4117
"penguin",63,4783
"kangaroo",26,5083
"rabbit",51,3693
"monkey",36,7194
"kangaroo",51,7863
"penguin",70,4289
"monkey",35,8519
"koala",10,0
"monkey",28,6847
"bear",74,6995
"penguin",75,5349
"kangaroo",66,8303
"penguin",56,4403
"penguin",45,3684
"elephant",10,0
"bear",70,6627
"camel",57,7947
"bear",38,5932
"koala",7,0
"lion",56,6835
"penguin",54,3504
"monkey",37,8776
"penguin",62,5075
"monkey",69,14371
"elephant",9,0
"elephant",2,0
"kangaroo",41,9153
"zebra",37,5772
"koala",4,0
"zebra",52,6863
"monkey",29,7172
"lion",57,6264
"penguin",54,4831
"penguin",49,2444
"bear",52,5473
"camel",37,5754
"bear",59,5218
"monkey",27,7516
"rabbit",61,5166
"kangaroo",68,9260
"monkey",58,10964
"bear",62,6747
"koala",2,0
"penguin",46,6088
"camel",59,8525
"kangaroo",37,8856
"kangaroo",67,10711
"lion",63,8431
"penguin",31,4424
"lion",63,8819
"bear",26,3432
"kangaroo",30,5873
"rabbit",73,4383
"camel",62,5935
"kangaroo",48,8659
"lion",49,8209
"penguin",26,3511
"monkey",73,12701
"monkey",40,7160
"penguin",51,3374
"monkey",42,9898
"monkey",70,13598
"camel",29,7408
"bear",62,6505
"penguin",74,3703
"monkey",69,13131
"bear",36,5083
"lion",50,7171
"monkey",64,12430
"rabbit",25,2800
"penguin",36,5511
"fox",1,0
"zebra",29,5841
"monkey",30,7663
"penguin",30,3193
