ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
4105,1.52,Good,D,SI1,VG,VG,GIA,12217
4106,0.94,Very Good,D,SI1,VG,VG,GIA,5186
4107,2.03,Very Good,E,VS2,EX,EX,GIA,28878
4108,1.03,Very Good,H,SI1,VG,G,GIA,5597
4109,1.07,Ideal,G,SI1,EX,EX,GIA,5551
4110,1.51,Good,F,SI1,EX,VG,GIA,10514
4111,1,Very Good,E,VS2,VG,VG,GIA,6518
4112,1.01,Very Good,H,SI1,G,VG,GIA,4659
4113,1.01,Very Good,G,VVS2,VG,VG,GIA,7847
4114,2,Ideal,G,SI1,VG,VG,GIA,19491
4115,0.9,Fair,I,VS1,VG,VG,GIA,3533
4116,0.92,Ideal,E,SI1,VG,VG,GIA,4843
4117,1.19,Ideal,F,VVS1,EX,EX,GIA,15005
4118,1.21,Ideal,I,VVS2,EX,EX,GIA,7002
4119,1,Very Good,D,SI1,EX,EX,GIA,5851
4120,1.51,Ideal,G,VS2,EX,EX,GIA,13752
4121,2.11,Very Good,I,VS1,G,EX,GIA,18282
4122,0.91,Ideal,G,SI1,EX,EX,GIA,4673
4123,1.21,Ideal,G,SI1,VG,VG,GIA,6515
4124,1.26,Ideal,G,VS2,EX,VG,GIA,9342
4125,1.27,Ideal,H,VS2,EX,EX,GIA,8138
4126,1,Fair,E,SI1,VG,G,GIA,4973
4127,2.01,Very Good,G,VS2,G,G,GIA,24483
4128,1.53,Very Good,I,IF,VG,G,GIA,10984
4129,2.03,Ideal,G,SI1,VG,EX,GIA,19033
4130,1.86,Very Good,G,VS2,EX,EX,AGSL,17633
4131,1.07,Ideal,D,VVS2,VG,VG,GIA,10266
4132,0.91,Very Good,D,SI1,VG,G,GIA,4444
4133,1.12,Ideal,I,VS2,ID,ID,AGSL,5392
4134,1.54,Ideal,I,VS1,ID,ID,AGSL,10519
4135,1.01,Very Good,H,SI1,VG,VG,GIA,4705
4136,1.5,Very Good,D,VVS2,VG,EX,GIA,21882
4137,2.1,Ideal,E,VS1,EX,EX,GIA,34477
4138,1.01,Very Good,G,VVS1,EX,EX,GIA,8601
4139,1.03,Ideal,F,IF,EX,EX,GIA,13060
4140,2.06,Signature-Ideal,H,VVS1,ID,ID,AGSL,29856
4141,1.05,Signature-Ideal,E,VVS1,ID,ID,AGSL,13736
4142,1.2,Very Good,H,SI1,VG,VG,GIA,6199
4143,0.78,Ideal,I,VS1,EX,EX,GIA,2852
4144,1,Very Good,H,SI1,VG,VG,GIA,4557
4145,1.62,Very Good,G,SI1,EX,VG,GIA,11186
4146,1.8,Ideal,I,VS1,ID,ID,AGSL,14959
4147,0.9,Good,F,SI1,G,G,GIA,3788
4148,1.5,Very Good,I,VS1,VG,VG,GIA,9759
4149,1.06,Very Good,D,SI1,G,VG,GIA,6062
4150,2.11,Ideal,G,VS2,G,VG,GIA,25093
4151,1.51,Fair,H,VS2,VG,G,GIA,9678
4152,1.08,Very Good,D,VS2,VG,VG,GIA,7257
4153,1.02,Ideal,G,VS2,EX,EX,GIA,6648
4154,1.01,Good,G,SI1,VG,VG,GIA,4905
4155,2.5,Ideal,G,VVS2,VG,VG,GIA,41143
4156,2,Ideal,G,VVS2,EX,EX,GIA,28010
4157,2.55,Very Good,H,VVS2,VG,VG,GIA,35520
4158,0.9,Very Good,G,SI1,VG,G,GIA,3597
4159,0.93,Ideal,H,SI1,EX,VG,GIA,3988
4160,1.31,Very Good,I,VVS2,VG,G,GIA,7016
4161,2.01,Good,G,VS2,VG,VG,GIA,22964
4162,0.76,Very Good,F,VS2,EX,EX,GIA,3238
4163,1.57,Ideal,I,SI1,ID,ID,AGSL,9460
4164,1.03,Ideal,D,VS2,ID,ID,AGSL,7697
4165,1.01,Very Good,G,IF,EX,EX,GIA,9063
4166,2.01,Good,H,VS1,VG,VG,GIA,21204
4167,2.22,Ideal,F,VS1,EX,EX,AGSL,33721
4168,1.01,Ideal,I,SI1,EX,EX,GIA,4638
4169,1.4,Ideal,F,VS2,VG,EX,GIA,13195
4170,1.52,Ideal,F,SI1,ID,ID,AGSL,12153
4171,1.04,Ideal,I,SI1,VG,EX,GIA,4836
4172,0.77,Ideal,G,VS2,VG,EX,GIA,3114
4173,2.05,Very Good,F,VS2,VG,VG,GIA,26821
4174,1.61,Ideal,I,SI1,VG,EX,GIA,10236
4175,1,Very Good,G,VVS2,EX,EX,GIA,7950
4176,0.93,Ideal,H,SI1,EX,EX,GIA,4635
4177,1.01,Ideal,E,VVS2,EX,EX,GIA,10852
4178,2.1,Ideal,H,VS1,EX,VG,GIA,21861
4179,1.01,Ideal,D,VS2,EX,EX,GIA,7188
4180,1.23,Very Good,F,VVS2,VG,VG,AGSL,10835
4181,1.17,Ideal,G,VVS2,ID,ID,AGSL,9630
4182,2.27,Ideal,H,VVS2,EX,EX,GIA,23864
4183,0.87,Ideal,D,SI1,G,G,GIA,4108
4184,1.05,Ideal,E,SI1,EX,VG,GIA,5436
4185,2.25,Very Good,H,VS2,EX,EX,AGSL,22629
4186,1.38,Very Good,G,VS1,VG,VG,GIA,11009
4187,0.91,Good,D,SI1,VG,G,GIA,4398
4188,1.01,Very Good,D,VS2,VG,VG,GIA,6738
4189,1.01,Good,F,VVS2,VG,G,GIA,7484
4190,1,Good,E,SI1,G,G,GIA,4838
4191,1.63,Very Good,G,VS2,EX,VG,GIA,14061
4192,2.11,Ideal,D,VVS2,EX,EX,GIA,43770
4193,0.91,Very Good,E,SI1,EX,EX,GIA,4250
4194,1.05,Very Good,G,VS1,G,VG,GIA,6766
4195,1.62,Ideal,H,VVS2,ID,ID,AGSL,13434
4196,1.8,Very Good,H,SI1,VG,G,GIA,13372
4197,1.15,Ideal,H,SI1,EX,EX,GIA,6106
4198,1.02,Ideal,F,VS2,ID,ID,AGSL,7078
4199,2.23,Ideal,D,SI1,VG,VG,GIA,26435
4200,1.53,Very Good,H,SI1,VG,VG,GIA,9968
4201,2.62,Ideal,G,VVS1,VG,VG,GIA,44016
4202,1.5,Very Good,G,SI1,VG,VG,GIA,10019
4203,1.01,Very Good,E,VVS1,EX,EX,GIA,10993
4204,1.14,Ideal,D,SI1,VG,G,GIA,6070
4205,1.05,Good,H,SI1,VG,VG,GIA,4845
4206,1.05,Very Good,G,SI1,VG,VG,GIA,5019
4207,1,Ideal,F,VVS2,VG,VG,GIA,9224
4208,0.83,Very Good,I,VS1,G,G,GIA,2788
4209,0.82,Ideal,E,SI1,EX,VG,GIA,3380
4210,1.06,Very Good,G,VS2,G,VG,GIA,6453
4211,1.03,Very Good,D,VS2,EX,VG,GIA,7102
4212,0.9,Good,H,VS2,G,G,GIA,4685
4213,2.3,Very Good,H,VS2,EX,G,GIA,23864
4214,0.99,Good,H,VS2,EX,VG,GIA,4296
4215,1.01,Ideal,G,VVS2,VG,VG,GIA,7398
4216,0.85,Very Good,D,SI1,VG,VG,GIA,3669
4217,1.23,Very Good,F,VS1,G,VG,GIA,9346
4218,1.09,Ideal,H,VVS1,ID,ID,AGSL,7055
4219,1.01,Very Good,H,SI1,G,VG,GIA,4628
4220,0.76,Ideal,I,SI1,VG,EX,GIA,2474
4221,0.9,Ideal,G,VS1,EX,VG,GIA,5540
4222,1.5,Ideal,I,SI1,VG,VG,GIA,8371
4223,0.91,Ideal,I,SI1,VG,VG,GIA,3574
4224,1.07,Very Good,H,VS1,ID,EX,AGSL,6262
4225,1.53,Ideal,F,VVS2,VG,VG,GIA,18754
4226,1.21,Ideal,F,VS2,EX,EX,GIA,9335
4227,1.01,Good,D,SI1,VG,G,GIA,5380
4228,0.76,Ideal,E,SI1,VG,EX,GIA,3087
4229,1.53,Ideal,G,SI1,EX,EX,GIA,11200
4230,1,Very Good,G,VVS2,VG,EX,GIA,7177
4231,1,Very Good,G,VS2,G,G,GIA,6076
4232,1.69,Good,G,VS1,EX,EX,GIA,17338
4233,2.37,Very Good,G,VS2,VG,EX,GIA,30391
4234,1,Very Good,E,VS1,VG,VG,GIA,7002
4235,1.01,Good,G,VS1,VG,VG,GIA,6283
4236,1.67,Very Good,I,VS2,G,VG,GIA,10416
4237,1.01,Very Good,I,VS2,EX,VG,GIA,4602
4238,1.03,Ideal,I,VS1,ID,ID,AGSL,4727
4239,0.76,Very Good,E,IF,ID,ID,AGSL,4798
4240,1,Good,G,VS2,EX,EX,GIA,6369
4241,0.79,Ideal,F,SI1,EX,VG,GIA,3210
4242,2.27,Signature-Ideal,I,VS1,ID,ID,AGSL,24883
4243,1.55,Ideal,F,VVS2,EX,EX,GIA,19904
4244,0.91,Good,H,VS2,VG,VG,GIA,4222
4245,1.54,Ideal,I,VS1,ID,ID,AGSL,10847
4246,0.79,Very Good,E,SI1,EX,VG,GIA,3077
4247,1.56,Ideal,H,SI1,EX,EX,GIA,10739
4248,1.09,Signature-Ideal,G,VS2,ID,ID,AGSL,7617
4249,1.2,Ideal,F,VS1,EX,EX,GIA,9641
4250,1.6,Ideal,F,SI1,ID,ID,AGSL,13140
4251,2.01,Good,H,SI1,EX,G,GIA,15608
4252,1,Good,E,SI1,EX,VG,GIA,5784
4253,1.56,Ideal,H,VS2,EX,EX,GIA,12146
4254,0.75,Very Good,G,SI1,VG,EX,GIA,2617
4255,0.82,Ideal,G,SI1,EX,VG,GIA,2956
4256,1.52,Very Good,F,VS2,EX,VG,GIA,14217
4257,1.3,Ideal,H,VS1,EX,EX,GIA,8915
4258,2.03,Signature-Ideal,D,FL,EX,EX,GIA,81399
4259,1.01,Very Good,I,SI1,EX,G,GIA,4189
4260,1.29,Good,I,VS2,VG,VG,GIA,7102
4261,0.9,Very Good,G,SI1,VG,VG,GIA,3701
4262,1.01,Good,D,SI1,EX,VG,GIA,5375
4263,2.01,Good,G,VS2,EX,EX,GIA,23891
4264,1.01,Good,F,VS2,EX,VG,GIA,6158
4265,0.76,Very Good,G,SI1,G,VG,GIA,2652
4266,0.95,Very Good,E,SI1,G,EX,GIA,4738
4267,1.06,Very Good,G,VS1,G,G,GIA,6707
4268,1.01,Ideal,H,SI1,EX,EX,GIA,5445
4269,1.5,Ideal,D,VS2,EX,VG,GIA,15788
4270,1.56,Ideal,I,SI1,ID,ID,AGSL,9788
4271,1.01,Ideal,G,VS2,ID,ID,AGSL,6439
4272,1.04,Ideal,G,VS2,VG,VG,GIA,6385
4273,1.04,Ideal,H,SI1,VG,VG,GIA,5102
4274,0.91,Ideal,E,VS2,EX,VG,GIA,5503
4275,0.8,Very Good,E,VS2,VG,VG,GIA,3617
4276,0.9,Ideal,F,SI1,EX,VG,GIA,3995
4277,0.81,Very Good,H,SI1,VG,EX,GIA,2543
4278,1.01,Good,I,SI1,VG,G,GIA,4069
4279,1.29,Signature-Ideal,F,VVS2,ID,ID,AGSL,14757
4280,0.91,Very Good,H,VS1,VG,G,GIA,4514
4281,0.77,Very Good,G,SI1,VG,VG,GIA,2635
4282,1,Very Good,E,VS1,VG,VG,GIA,7088
4283,1,Ideal,I,VS1,EX,EX,GIA,5385
4284,0.87,Ideal,G,VS2,EX,EX,GIA,4899
4285,2.1,Ideal,G,VVS2,EX,EX,GIA,31001
4286,0.9,Very Good,H,VS1,ID,ID,AGSL,4954
4287,1.2,Very Good,F,VS2,EX,EX,GIA,8933
4288,1.07,Ideal,G,VVS2,EX,EX,GIA,7644
4289,1.71,Good,I,SI1,VG,VG,GIA,10000
4290,2.06,Ideal,D,VS2,VG,G,GIA,31880
4291,1.14,Ideal,H,SI1,EX,EX,GIA,5763
4292,0.9,Very Good,I,VS2,VG,VG,GIA,3535
4293,0.9,Very Good,H,SI1,VG,G,GIA,3772
4294,1.26,Ideal,G,VVS2,EX,EX,GIA,10726
4295,1.01,Good,G,SI1,G,VG,GIA,4839
4296,1,Very Good,F,VS1,EX,EX,GIA,6910
4297,1.52,Very Good,I,VS1,EX,EX,GIA,10392
4298,1.15,Ideal,G,VS1,EX,EX,GIA,7999
4299,2,Good,F,SI1,G,G,GIA,19604
4300,1.2,Very Good,G,VVS2,EX,VG,GIA,9427
4301,2.02,Ideal,G,VS1,EX,VG,GIA,26217
4302,2.05,Ideal,F,SI1,ID,ID,AGSL,22626
4303,1.03,Very Good,G,SI1,VG,VG,GIA,5024
4304,2.02,Good,I,VS1,VG,VG,GIA,15765
4305,1.02,Ideal,G,VS2,EX,EX,GIA,6445
4306,1.03,Ideal,G,VVS2,EX,EX,GIA,9236
4307,1.01,Good,G,VS1,G,G,GIA,6613
4308,1.01,Good,H,SI1,VG,VG,GIA,4442
4309,0.79,Ideal,I,VVS1,EX,EX,GIA,3191
4310,1.26,Ideal,G,VS1,EX,VG,GIA,10109
4311,0.79,Ideal,G,VS2,EX,VG,GIA,3251
4312,2.06,Very Good,G,SI1,VG,VG,GIA,21487
4313,2.02,Very Good,I,VS2,EX,G,GIA,15827
4314,0.8,Good,G,SI1,VG,G,GIA,2662
4315,1.55,Ideal,D,VS2,EX,EX,GIA,17441
4316,1.58,Ideal,F,SI1,EX,EX,GIA,12621
4317,0.94,Ideal,H,VVS2,EX,EX,GIA,5542
4318,1.23,Ideal,H,VVS2,EX,EX,GIA,8232
4319,1.51,Ideal,H,SI1,VG,EX,GIA,9694
4320,0.92,Ideal,G,VS2,VG,VG,GIA,4953
4321,1.03,Very Good,F,SI1,VG,VG,GIA,5042
4322,1,Good,G,IF,VG,G,GIA,7758
4323,1.04,Ideal,G,VS1,EX,EX,GIA,7655
4324,1.18,Ideal,H,SI1,EX,EX,GIA,6440
4325,1.01,Fair,E,SI1,EX,G,GIA,5185
4326,1.6,Very Good,I,VS2,VG,VG,GIA,10346
4327,1.51,Good,D,VS2,VG,VG,GIA,12709
4328,1.12,Ideal,F,VS2,VG,VG,GIA,7633
4329,1.05,Ideal,G,VS1,EX,EX,GIA,7440
4330,1.64,Ideal,E,VS1,EX,EX,GIA,18103
4331,0.75,Ideal,I,VS1,VG,EX,GIA,2659
4332,1.34,Ideal,H,VS2,EX,EX,GIA,8771
4333,0.95,Good,E,VS2,G,G,AGSL,5272
4334,2.53,Ideal,I,SI1,EX,EX,GIA,22287
4335,1.03,Ideal,D,VVS1,VG,EX,GIA,12295
4336,1.15,Ideal,E,VS2,EX,VG,GIA,8418
4337,2.62,Good,H,VS2,EX,EX,GIA,29366
4338,1.51,Good,I,VS1,VG,VG,GIA,8975
4339,1.14,Ideal,H,SI1,G,VG,GIA,6008
4340,1.1,Ideal,H,VS1,VG,EX,GIA,6677
4341,0.8,Very Good,E,VVS2,VG,VG,GIA,4515
4342,1.09,Ideal,H,SI1,EX,EX,GIA,5238
4343,1.05,Very Good,E,VS2,G,G,GIA,6865
4344,0.82,Very Good,I,SI1,VG,G,GIA,2602
4345,1.04,Very Good,H,VS1,VG,VG,GIA,5404
4346,2.07,Ideal,I,VS2,VG,VG,GIA,17135
4347,1.55,Ideal,G,VVS2,EX,EX,GIA,16486
4348,1,Fair,E,SI1,VG,G,GIA,4771
4349,1.34,Very Good,I,SI1,G,VG,GIA,6763
4350,0.83,Ideal,D,SI1,EX,EX,GIA,3933
4351,2.09,Very Good,G,VS1,VG,VG,GIA,27144
4352,1.54,Ideal,G,VS1,VG,VG,GIA,13604
4353,1.22,Very Good,G,IF,G,G,GIA,10441
4354,2,Very Good,I,SI1,VG,G,GIA,15249
4355,1.01,Good,D,SI1,VG,VG,GIA,5501
4356,1.16,Ideal,I,SI1,VG,EX,GIA,5107
4357,1.07,Signature-Ideal,G,VS2,EX,EX,GIA,7577
4358,2.12,Ideal,F,SI1,EX,EX,GIA,23168
4359,1.52,Ideal,E,SI1,EX,EX,GIA,12147
4360,1.21,Very Good,H,SI1,VG,VG,GIA,5768
4361,2.02,Ideal,H,VS1,VG,VG,GIA,19672
4362,0.83,Very Good,I,VS2,ID,ID,AGSL,2915
4363,1,Very Good,E,VVS1,VG,G,GIA,9092
4364,0.9,Good,F,SI1,VG,VG,GIA,4058
4365,2.23,Ideal,F,VVS2,EX,EX,GIA,34225
4366,2.01,Very Good,G,VS1,EX,VG,GIA,26089
4367,2.09,Ideal,F,VS2,EX,EX,GIA,32692
4368,2.09,Very Good,G,VS2,EX,VG,GIA,23771
4369,2.01,Very Good,F,VS1,EX,EX,GIA,31905
4370,1.01,Ideal,H,VS1,VG,EX,GIA,5680
4371,0.91,Very Good,H,SI1,VG,VG,GIA,3666
4372,1.05,Ideal,G,VS2,VG,EX,GIA,6837
4373,1.14,Ideal,H,VS2,EX,EX,GIA,6423
4374,1.01,Very Good,D,SI1,EX,VG,GIA,5731
4375,1.22,Ideal,G,VS2,ID,ID,AGSL,8498
4376,0.76,Very Good,H,SI1,VG,VG,GIA,2557
4377,2,Good,D,VS1,VG,G,GIA,29293
4378,0.9,Very Good,E,SI1,VG,VG,GIA,3748
4379,1.18,Ideal,G,VVS2,VG,EX,GIA,10308
4380,1.29,Ideal,G,VS1,ID,ID,AGSL,10600
4381,1.2,Ideal,G,VVS2,EX,EX,GIA,10454
4382,1.34,Ideal,G,VVS2,EX,EX,GIA,11342
4383,1.31,Very Good,F,VVS1,VG,VG,GIA,14687
4384,0.82,Ideal,E,SI1,EX,EX,GIA,3979
4385,2.07,Ideal,H,VS2,EX,EX,GIA,21879
4386,1.26,Very Good,F,VS2,EX,VG,GIA,9410
4387,1.51,Good,H,SI1,VG,VG,GIA,9097
4388,0.91,Very Good,G,VS2,VG,VG,GIA,4532
4389,2,Very Good,H,SI1,G,G,GIA,16092
4390,1.52,Good,F,SI1,VG,VG,GIA,10888
4391,1.59,Very Good,H,SI1,VG,VG,GIA,10603
4392,1.12,Ideal,G,VVS1,EX,EX,GIA,9196
4393,0.9,Ideal,H,SI1,VG,VG,GIA,3772
4394,1.01,Very Good,E,SI1,VG,VG,GIA,5372
4395,2.01,Ideal,H,VS1,EX,VG,GIA,23040
4396,0.9,Ideal,F,VS2,ID,ID,AGSL,5142
4397,1.13,Ideal,D,VS1,EX,EX,GIA,9448
4398,1.51,Good,H,VS2,VG,VG,GIA,10488
4399,0.75,Ideal,D,VS1,EX,EX,GIA,4250
4400,1,Ideal,E,SI1,EX,EX,GIA,5703
4401,1.13,Ideal,H,SI1,EX,EX,GIA,6075
4402,2.49,Very Good,D,IF,VG,VG,GIA,83145
4403,2.16,Ideal,D,VS2,VG,VG,GIA,30792
4404,0.93,Very Good,D,SI1,VG,G,GIA,4681
4405,1.13,Ideal,H,IF,VG,VG,GIA,8052
4406,1.01,Very Good,I,SI1,EX,EX,GIA,4749
4407,1,Very Good,E,VVS2,VG,EX,GIA,9224
4408,1.01,Good,G,VS2,VG,VG,GIA,5861
4409,1.39,Very Good,H,VS2,VG,G,GIA,8951
4410,1.85,Ideal,I,VS2,VG,VG,GIA,12794
4411,2.07,Ideal,H,VS2,ID,ID,AGSL,21057
4412,0.9,Ideal,E,SI1,VG,VG,GIA,4635
4413,1,Very Good,F,VVS2,VG,EX,GIA,8779
4414,1.5,Good,E,SI1,VG,VG,GIA,12127
4415,1,Very Good,E,VVS2,VG,VG,GIA,9815
4416,1.06,Very Good,G,VS1,ID,ID,AGSL,7132
4417,0.9,Very Good,G,SI1,VG,G,GIA,3791
4418,0.91,Ideal,D,VS1,EX,EX,GIA,6652
4419,1.1,Ideal,H,VVS2,EX,EX,GIA,7267
4420,1.56,Ideal,F,VVS2,VG,EX,GIA,18276
4421,1.01,Very Good,F,VS2,EX,VG,GIA,6686
4422,1.23,Ideal,H,VVS1,VG,EX,GIA,8015
4423,0.91,Ideal,D,SI1,VG,VG,GIA,4460
4424,1.52,Ideal,G,SI1,VG,EX,GIA,11105
4425,2.04,Very Good,F,VS2,EX,EX,AGSL,26060
4426,1.08,Good,G,VS2,VG,G,GIA,6708
4427,1,Good,F,VS2,VG,VG,GIA,5407
4428,1.03,Ideal,F,VS1,VG,VG,GIA,7964
4429,1.12,Ideal,D,VS1,EX,EX,GIA,9694
4430,0.8,Good,F,VS1,VG,G,GIA,3873
4431,1,Good,G,SI1,VG,VG,GIA,4194
4432,1.01,Good,H,SI1,VG,VG,GIA,4611
4433,1.21,Very Good,H,VS1,VG,VG,GIA,7179
4434,2.03,Ideal,H,VS2,EX,EX,GIA,21462
4435,1.21,Very Good,F,VS1,VG,G,GIA,10009
4436,1.07,Ideal,H,SI1,VG,EX,GIA,5220
4437,1.05,Signature-Ideal,G,VS1,ID,ID,AGSL,8310
4438,0.77,Very Good,G,VS1,VG,VG,GIA,3243
4439,1.08,Ideal,G,VS1,EX,EX,GIA,7925
4440,0.9,Very Good,D,SI1,VG,G,GIA,5123
4441,1.01,Good,E,SI1,EX,VG,GIA,4788
4442,2.01,Fair,H,VS2,EX,G,GIA,16632
4443,2.16,Very Good,G,SI1,VG,VG,GIA,19311
4444,1.51,Ideal,G,SI1,VG,EX,GIA,10971
4445,1.24,Ideal,I,SI1,EX,EX,GIA,5976
4446,1.8,Very Good,G,VS1,EX,G,GIA,19259
4447,2.05,Ideal,D,VS1,EX,EX,GIA,35346
4448,1.67,Ideal,F,VS1,EX,EX,GIA,21318
4449,1.14,Very Good,F,SI1,VG,VG,GIA,6194
4450,2.51,Very Good,H,SI1,VG,VG,GIA,24351
4451,2.23,Ideal,E,VS2,EX,EX,GIA,33836
4452,2.27,Ideal,G,VS2,EX,VG,GIA,28766
4453,1,Good,G,VVS2,EX,EX,GIA,7492
4454,1.3,Ideal,G,SI1,EX,EX,GIA,8416
4455,0.9,Fair,F,SI1,VG,VG,GIA,3995
4456,1.01,Ideal,G,VVS2,VG,VG,GIA,8029
4457,1.34,Ideal,G,IF,VG,VG,GIA,11104
4458,1.52,Very Good,F,VVS2,VG,EX,GIA,16786
4459,1.01,Very Good,F,SI1,G,VG,GIA,5008
4460,0.79,Very Good,H,SI1,VG,EX,GIA,2551
4461,2.01,Very Good,F,SI1,VG,VG,GIA,20004
4462,1.63,Good,F,SI1,VG,VG,GIA,10901
4463,1.29,Ideal,H,SI1,VG,VG,GIA,6760
4464,2.05,Very Good,H,SI1,VG,VG,GIA,17444
4465,0.9,Very Good,E,VS2,VG,EX,GIA,5305
4466,1.28,Very Good,I,SI1,VG,VG,AGSL,6112
4467,0.91,Very Good,G,SI1,EX,EX,GIA,4429
4468,1.27,Ideal,G,VS2,VG,VG,GIA,8915
4469,2.06,Ideal,D,IF,ID,ID,AGSL,67810
4470,2,Good,G,VS2,EX,G,GIA,22902
4471,1.03,Ideal,G,SI1,EX,EX,GIA,5195
4472,1,Good,G,VS2,EX,EX,GIA,5488
4473,0.82,Very Good,I,VVS1,VG,EX,GIA,3443
4474,0.78,Very Good,G,SI1,VG,EX,GIA,2721
4475,0.77,Fair,H,VS1,G,G,AGSL,2594
4476,0.9,Ideal,F,SI1,VG,VG,GIA,4058
4477,1.14,Ideal,G,VS1,EX,EX,GIA,8346
4478,2.45,Ideal,H,VVS2,EX,VG,GIA,28691
4479,1.2,Very Good,H,VS2,VG,VG,GIA,6537
4480,2.09,Ideal,H,VS1,EX,EX,GIA,23651
4481,0.9,Ideal,H,VS2,VG,EX,GIA,4584
4482,1.03,Ideal,D,VS1,EX,EX,GIA,8742
4483,0.9,Very Good,G,VS2,VG,G,GIA,4484
4484,1.02,Very Good,I,VS1,G,VG,GIA,4753
4485,1.53,Very Good,G,VVS2,EX,VG,GIA,14990
4486,2.07,Very Good,F,VS2,VG,G,GIA,26894
4487,1.24,Very Good,F,VVS2,VG,VG,GIA,11234
4488,0.92,Very Good,I,SI1,EX,VG,GIA,3345
4489,2.28,Ideal,F,SI1,EX,EX,GIA,24942
4490,1.21,Ideal,E,SI1,EX,EX,GIA,7466
4491,1,Good,E,VS2,G,VG,GIA,5991
4492,0.91,Very Good,H,VS1,VG,VG,GIA,4456
4493,1.21,Very Good,D,VS2,VG,VG,GIA,9517
4494,1.04,Ideal,G,VS2,EX,VG,GIA,6286
4495,1.12,Ideal,E,VS1,VG,VG,GIA,8454
4496,0.9,Very Good,F,SI1,VG,VG,GIA,4095
4497,1.01,Good,I,SI1,VG,VG,GIA,4078
4498,0.9,Very Good,D,SI1,VG,G,GIA,4497
4499,1.21,Very Good,G,SI1,VG,VG,GIA,6439
4500,1.5,Signature-Ideal,I,IF,ID,ID,AGSL,12725
4501,1.08,Very Good,F,VS2,G,VG,GIA,7115
4502,1.12,Very Good,E,VS1,ID,ID,AGSL,8788
4503,2.2,Very Good,G,VS2,EX,EX,GIA,24546
4504,0.9,Very Good,I,SI1,VG,VG,GIA,3638
4505,0.76,Very Good,E,VS2,EX,EX,GIA,3517
4506,2.03,Very Good,G,VS1,VG,VG,GIA,26920
4507,2.06,Ideal,F,VS1,EX,EX,GIA,33084
4508,1.16,Ideal,H,VS1,EX,EX,GIA,7175
4509,0.9,Fair,H,SI1,VG,VG,GIA,3186
4510,1.06,Ideal,I,VS2,VG,VG,GIA,4795
4511,1,Ideal,E,SI1,VG,EX,GIA,5458
4512,1.02,Ideal,E,VVS1,EX,VG,GIA,11028
4513,2.03,Ideal,G,SI1,EX,EX,GIA,20910
4514,1.15,Ideal,G,VVS2,EX,EX,GIA,9157
4515,1.21,Very Good,H,SI1,EX,EX,GIA,7203
4516,1.64,Ideal,I,VS2,ID,ID,AGSL,11274
4517,1.21,Ideal,I,VS2,EX,EX,GIA,5856
4518,0.9,Very Good,D,VS1,EX,VG,GIA,5969
4519,2.01,Very Good,G,VS1,VG,VG,GIA,25067
4520,2.09,Ideal,G,VVS2,EX,EX,GIA,30324
4521,1.02,Very Good,D,SI1,EX,EX,GIA,5432
4522,2.02,Very Good,E,VS2,G,G,GIA,26651
4523,2.01,Very Good,E,VVS2,VG,G,GIA,37121
4524,1.09,Very Good,G,SI1,VG,VG,GIA,5420
4525,1.09,Very Good,G,VVS2,G,G,GIA,7878
4526,0.77,Signature-Ideal,H,VS2,ID,ID,AGSL,3332
4527,2.18,Very Good,H,VVS2,EX,ID,AGSL,26001
4528,1.51,Ideal,H,VS1,ID,ID,AGSL,12071
4529,0.91,Very Good,E,SI1,EX,EX,GIA,4914
4530,2.31,Ideal,I,IF,EX,EX,GIA,24817
4531,0.9,Very Good,D,SI1,EX,VG,GIA,4447
4532,1,Very Good,D,SI1,VG,G,GIA,5320
4533,0.76,Ideal,E,VS2,EX,EX,GIA,4039
4534,1.01,Good,E,SI1,VG,VG,GIA,5251
4535,1.2,Good,H,SI1,VG,G,GIA,5989
4536,1.06,Ideal,G,VS2,EX,EX,GIA,6809
4537,2.07,Ideal,F,VVS2,VG,EX,GIA,36676
4538,0.9,Very Good,G,VS2,G,G,GIA,4177
4539,1.14,Good,F,SI1,VG,VG,GIA,5986
4540,2.2,Ideal,H,VS2,EX,EX,GIA,22724
4541,1.13,Ideal,I,VS1,ID,ID,AGSL,5813
4542,1.2,Good,I,SI1,VG,VG,GIA,5211
4543,1.03,Good,G,SI1,VG,VG,GIA,4976
4544,2.53,Good,E,VS2,EX,VG,GIA,37848
4545,1.07,Ideal,H,SI1,EX,VG,GIA,5065
4546,2.14,Ideal,F,VS2,EX,EX,GIA,30962
4547,1.19,Ideal,I,IF,ID,ID,AGSL,7207
4548,1.52,Very Good,H,VS1,VG,VG,GIA,11162
4549,1.65,Very Good,H,VS1,VG,VG,GIA,12686
4550,2.51,Very Good,I,VS1,EX,VG,GIA,22225
4551,1.03,Very Good,H,SI1,G,VG,GIA,4516
4552,1.12,Very Good,D,IF,EX,VG,GIA,17285
4553,2,Very Good,H,VS2,EX,VG,GIA,19995
4554,1.03,Good,I,VS2,VG,VG,GIA,4819
4555,1.01,Ideal,G,VS2,EX,EX,GIA,6734
4556,1.13,Signature-Ideal,E,SI1,EX,EX,GIA,7877
4557,0.93,Good,I,VS2,G,G,GIA,3946
4558,1.11,Ideal,G,VVS2,EX,EX,GIA,8970
4559,0.9,Very Good,F,VS2,VG,EX,GIA,4617
